A1,A2,A3,A4,A5,A6,Class
1.224744871391589,0.0,1.0,1.224744871391589,0.4472135954999579,1.0,1
1.224744871391589,0.0,1.0,1.224744871391589,1.3416407864998738,-1.0,0
1.224744871391589,0.0,1.0,1.224744871391589,1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,-1.0,-1.224744871391589,-1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,-1.0,-1.224744871391589,-1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,-1.0,-1.224744871391589,-0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,-1.0,-1.224744871391589,-0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,-1.0,-1.224744871391589,0.4472135954999579,-1.0,1
1.224744871391589,1.224744871391589,-1.0,-1.224744871391589,0.4472135954999579,1.0,1
1.224744871391589,1.224744871391589,-1.0,-1.224744871391589,1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,-1.0,0.0,-1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,-1.0,0.0,-1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,-1.0,0.0,-0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,-1.0,0.0,-0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,-1.0,0.0,0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,-1.0,0.0,0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,-1.0,0.0,1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,-1.0,0.0,1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,-1.0,1.224744871391589,-1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,-1.0,1.224744871391589,-1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,-1.0,1.224744871391589,-0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,-1.0,1.224744871391589,-0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,-1.0,1.224744871391589,0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,-1.0,1.224744871391589,0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,-1.0,1.224744871391589,1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,-1.0,1.224744871391589,1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,1.0,-1.224744871391589,-1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,1.0,-1.224744871391589,-1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,1.0,-1.224744871391589,-0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,1.0,-1.224744871391589,-0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,1.0,-1.224744871391589,0.4472135954999579,-1.0,1
1.224744871391589,1.224744871391589,1.0,-1.224744871391589,0.4472135954999579,1.0,1
1.224744871391589,1.224744871391589,1.0,-1.224744871391589,1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,1.0,-1.224744871391589,1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,1.0,0.0,-1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,1.0,0.0,-1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,1.0,0.0,-0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,1.0,0.0,-0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,1.0,0.0,0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,1.0,0.0,0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,1.0,0.0,1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,1.0,0.0,1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,1.0,1.224744871391589,-1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,1.0,1.224744871391589,-1.3416407864998738,1.0,0
1.224744871391589,1.224744871391589,1.0,1.224744871391589,-0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,1.0,1.224744871391589,-0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,1.0,1.224744871391589,0.4472135954999579,-1.0,0
1.224744871391589,1.224744871391589,1.0,1.224744871391589,0.4472135954999579,1.0,0
1.224744871391589,1.224744871391589,1.0,1.224744871391589,1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,1.0,1.224744871391589,1.3416407864998738,1.0,0
-1.224744871391589,-1.224744871391589,-1.0,-1.224744871391589,-0.4472135954999579,-1.0,1
-1.224744871391589,-1.224744871391589,-1.0,1.224744871391589,-0.4472135954999579,-1.0,1
-1.224744871391589,-1.224744871391589,-1.0,1.224744871391589,0.4472135954999579,1.0,1
-1.224744871391589,-1.224744871391589,1.0,-1.224744871391589,-0.4472135954999579,-1.0,1
-1.224744871391589,-1.224744871391589,1.0,-1.224744871391589,0.4472135954999579,1.0,1
-1.224744871391589,0.0,-1.0,-1.224744871391589,1.3416407864998738,1.0,0
-1.224744871391589,0.0,1.0,0.0,-1.3416407864998738,-1.0,1
-1.224744871391589,0.0,1.0,0.0,-0.4472135954999579,1.0,1
-1.224744871391589,0.0,1.0,1.224744871391589,-0.4472135954999579,1.0,1
-1.224744871391589,0.0,1.0,1.224744871391589,1.3416407864998738,-1.0,0
-1.224744871391589,1.224744871391589,-1.0,0.0,-1.3416407864998738,1.0,0
-1.224744871391589,1.224744871391589,-1.0,0.0,0.4472135954999579,-1.0,0
-1.224744871391589,1.224744871391589,-1.0,0.0,1.3416407864998738,1.0,0
-1.224744871391589,1.224744871391589,1.0,-1.224744871391589,-1.3416407864998738,1.0,0
-1.224744871391589,1.224744871391589,1.0,0.0,0.4472135954999579,1.0,0
0.0,-1.224744871391589,-1.0,1.224744871391589,-1.3416407864998738,-1.0,1
0.0,-1.224744871391589,-1.0,1.224744871391589,0.4472135954999579,-1.0,1
0.0,-1.224744871391589,-1.0,1.224744871391589,0.4472135954999579,1.0,1
0.0,-1.224744871391589,1.0,-1.224744871391589,-0.4472135954999579,-1.0,1
0.0,-1.224744871391589,1.0,1.224744871391589,-0.4472135954999579,-1.0,1
0.0,-1.224744871391589,1.0,1.224744871391589,-0.4472135954999579,1.0,1
0.0,-1.224744871391589,1.0,1.224744871391589,1.3416407864998738,1.0,0
0.0,0.0,-1.0,-1.224744871391589,-1.3416407864998738,-1.0,1
0.0,0.0,-1.0,0.0,-0.4472135954999579,-1.0,1
0.0,0.0,-1.0,0.0,1.3416407864998738,1.0,0
0.0,0.0,1.0,1.224744871391589,0.4472135954999579,1.0,1
0.0,1.224744871391589,-1.0,0.0,-0.4472135954999579,-1.0,0
0.0,1.224744871391589,-1.0,0.0,1.3416407864998738,-1.0,0
0.0,1.224744871391589,-1.0,1.224744871391589,0.4472135954999579,1.0,0
0.0,1.224744871391589,-1.0,1.224744871391589,1.3416407864998738,1.0,0
0.0,1.224744871391589,1.0,0.0,0.4472135954999579,-1.0,0
1.224744871391589,-1.224744871391589,-1.0,0.0,-1.3416407864998738,-1.0,1
1.224744871391589,-1.224744871391589,-1.0,1.224744871391589,1.3416407864998738,1.0,0
1.224744871391589,-1.224744871391589,1.0,-1.224744871391589,0.4472135954999579,-1.0,1
1.224744871391589,-1.224744871391589,1.0,0.0,-0.4472135954999579,1.0,1
1.224744871391589,-1.224744871391589,1.0,0.0,1.3416407864998738,-1.0,0
1.224744871391589,-1.224744871391589,1.0,1.224744871391589,1.3416407864998738,-1.0,0
1.224744871391589,0.0,-1.0,0.0,-0.4472135954999579,1.0,1
1.224744871391589,0.0,-1.0,1.224744871391589,1.3416407864998738,1.0,0
1.224744871391589,0.0,1.0,-1.224744871391589,-0.4472135954999579,1.0,1
1.224744871391589,0.0,1.0,-1.224744871391589,0.4472135954999579,1.0,1
1.224744871391589,0.0,1.0,-1.224744871391589,1.3416407864998738,-1.0,0
1.224744871391589,0.0,1.0,0.0,1.3416407864998738,-1.0,0
1.224744871391589,1.224744871391589,-1.0,-1.224744871391589,1.3416407864998738,1.0,0
